origin_date,target_end_date,target,horizon,location,output_type,output_type_id,value
2024-01-17,2024-01-14,ILI incidence,1,IT,quantile,0.01,1010.9363051654583
2024-01-17,2024-01-14,ILI incidence,1,IT,quantile,0.025,1063.47772963864
2024-01-17,2024-01-14,ILI incidence,1,IT,quantile,0.05,1106.9939314138676
2024-01-17,2024-01-14,ILI incidence,1,IT,quantile,0.1,1155.6344953215141
2024-01-17,2024-01-14,ILI incidence,1,IT,quantile,0.15,1187.7184742826162
2024-01-17,2024-01-14,ILI incidence,1,IT,quantile,0.2,1212.887373342651
2024-01-17,2024-01-14,ILI incidence,1,IT,quantile,0.25,1234.2935431492472
2024-01-17,2024-01-14,ILI incidence,1,IT,quantile,0.3,1253.4004044182482
2024-01-17,2024-01-14,ILI incidence,1,IT,quantile,0.35,1271.0296978101094
2024-01-17,2024-01-14,ILI incidence,1,IT,quantile,0.4,1287.7086727351575
2024-01-17,2024-01-14,ILI incidence,1,IT,quantile,0.45,1303.81569104789
2024-01-17,2024-01-14,ILI incidence,1,IT,quantile,0.5,1319.6530331522276
2024-01-17,2024-01-14,ILI incidence,1,IT,quantile,0.55,1335.4903752565654
2024-01-17,2024-01-14,ILI incidence,1,IT,quantile,0.6,1351.597393569298
2024-01-17,2024-01-14,ILI incidence,1,IT,quantile,0.65,1368.276368494346
2024-01-17,2024-01-14,ILI incidence,1,IT,quantile,0.7,1385.9056618862073
2024-01-17,2024-01-14,ILI incidence,1,IT,quantile,0.75,1405.012523155208
2024-01-17,2024-01-14,ILI incidence,1,IT,quantile,0.8,1426.4186929618043
2024-01-17,2024-01-14,ILI incidence,1,IT,quantile,0.85,1451.5875920218393
2024-01-17,2024-01-14,ILI incidence,1,IT,quantile,0.9,1483.6715709829414
2024-01-17,2024-01-14,ILI incidence,1,IT,quantile,0.95,1532.312134890588
2024-01-17,2024-01-14,ILI incidence,1,IT,quantile,0.975,1575.8283366658154
2024-01-17,2024-01-14,ILI incidence,1,IT,quantile,0.99,1628.369761138997
2024-01-17,2024-01-21,ILI incidence,2,IT,quantile,0.01,536.8975788883756
2024-01-17,2024-01-21,ILI incidence,2,IT,quantile,0.025,628.3077298111785
2024-01-17,2024-01-21,ILI incidence,2,IT,quantile,0.05,703.7863328964091
2024-01-17,2024-01-21,ILI incidence,2,IT,quantile,0.1,787.9422146083307
2024-01-17,2024-01-21,ILI incidence,2,IT,quantile,0.15,843.3509631150537
2024-01-17,2024-01-21,ILI incidence,2,IT,quantile,0.2,886.7714591285265
2024-01-17,2024-01-21,ILI incidence,2,IT,quantile,0.25,923.6746262878806
2024-01-17,2024-01-21,ILI incidence,2,IT,quantile,0.3,956.5976323045874
2024-01-17,2024-01-21,ILI incidence,2,IT,quantile,0.35,986.9640172125427
2024-01-17,2024-01-21,ILI incidence,2,IT,quantile,0.4,1015.6865606865006
2024-01-17,2024-01-21,ILI incidence,2,IT,quantile,0.45,1043.4199403587775
2024-01-17,2024-01-21,ILI incidence,2,IT,quantile,0.5,1070.6869840967845
2024-01-17,2024-01-21,ILI incidence,2,IT,quantile,0.55,1097.9540278347913
