origin_date,target_end_date,target,horizon,location,output_type,output_type_id,value
2024-02-07,2024-02-04,ILI incidence,1,IT,quantile,0.01,465.50821523371013
2024-02-07,2024-02-04,ILI incidence,1,IT,quantile,0.025,498.07421797042525
2024-02-07,2024-02-04,ILI incidence,1,IT,quantile,0.05,525.1487793183608
2024-02-07,2024-02-04,ILI incidence,1,IT,quantile,0.1,555.506261337863
2024-02-07,2024-02-04,ILI incidence,1,IT,quantile,0.15,575.5762888902015
2024-02-07,2024-02-04,ILI incidence,1,IT,quantile,0.2,591.3414020411468
2024-02-07,2024-02-04,ILI incidence,1,IT,quantile,0.25,604.7614252973353
2024-02-07,2024-02-04,ILI incidence,1,IT,quantile,0.3,616.747339151117
2024-02-07,2024-02-04,ILI incidence,1,IT,quantile,0.35,627.8111862312919
2024-02-07,2024-02-04,ILI incidence,1,IT,quantile,0.4,638.2817736678246
2024-02-07,2024-02-04,ILI incidence,1,IT,quantile,0.45,648.39521572856
2024-02-07,2024-02-04,ILI incidence,1,IT,quantile,0.5,658.3402409306154
2024-02-07,2024-02-04,ILI incidence,1,IT,quantile,0.55,668.2852661326708
2024-02-07,2024-02-04,ILI incidence,1,IT,quantile,0.6,678.3987081934062
2024-02-07,2024-02-04,ILI incidence,1,IT,quantile,0.65,688.8692956299388
2024-02-07,2024-02-04,ILI incidence,1,IT,quantile,0.7,699.9331427101138
2024-02-07,2024-02-04,ILI incidence,1,IT,quantile,0.75,711.9190565638954
2024-02-07,2024-02-04,ILI incidence,1,IT,quantile,0.8,725.339079820084
2024-02-07,2024-02-04,ILI incidence,1,IT,quantile,0.85,741.1041929710293
2024-02-07,2024-02-04,ILI incidence,1,IT,quantile,0.9,761.1742205233678
2024-02-07,2024-02-04,ILI incidence,1,IT,quantile,0.95,791.53170254287
2024-02-07,2024-02-04,ILI incidence,1,IT,quantile,0.975,818.6062638908055
2024-02-07,2024-02-04,ILI incidence,1,IT,quantile,0.99,851.1722666275207
2024-02-07,2024-02-11,ILI incidence,2,IT,quantile,0.01,116.8127132276369
2024-02-07,2024-02-11,ILI incidence,2,IT,quantile,0.025,171.63614735458776
2024-02-07,2024-02-11,ILI incidence,2,IT,quantile,0.05,217.10396641851554
2024-02-07,2024-02-11,ILI incidence,2,IT,quantile,0.1,267.98272833780044
2024-02-07,2024-02-11,ILI incidence,2,IT,quantile,0.15,301.57047965864547
2024-02-07,2024-02-11,ILI incidence,2,IT,quantile,0.2,327.93147361826965
2024-02-07,2024-02-11,ILI incidence,2,IT,quantile,0.25,350.3585608407498
2024-02-07,2024-02-11,ILI incidence,2,IT,quantile,0.3,370.3810874004023
2024-02-07,2024-02-11,ILI incidence,2,IT,quantile,0.35,388.85811714901234
2024-02-07,2024-02-11,ILI incidence,2,IT,quantile,0.4,406.3410077056698
2024-02-07,2024-02-11,ILI incidence,2,IT,quantile,0.45,423.22551538249087
